 Flow Duration, Total Fwd Packets, Total Backward Packets,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, ACK Flag Count,Init_Win_bytes_forward, Init_Win_bytes_backward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
1651566,2,0,0,1.21097189,1651566,0,1651566,1651566,0,0,0,0,0,0,0,0,1,1369,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
63569851,156,156,3267.586706,4.907986964,204404.6656,3321733.818,58555073,2,0,1448,663.6421725,713.383887,508916.5703,0,0,0,0,65535,155,0,0,0,0,0,0,0,0,Android_SMS_Malware
652735,10,9,10197.09377,29.1082905,36263.05556,41527.90118,135946,14,0,1418,332.8,523.1736755,273710.6947,0,0,0,0,65535,351,0,0,0,0,0,0,0,0,Android_SMS_Malware
12713068,3,1,0,0.314636876,4237689.333,7129956.037,12469521,3521,0,0,0,0,0,0,0,0,0,65535,14600,0,0,0,0,0,0,0,0,Android_SMS_Malware
24142,1,1,5384.806561,82.84317786,24142,0,24142,24142,36,94,55.33333333,33.48631561,1121.333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
1870352,2,0,0,1.069317433,1870352,0,1870352,1870352,0,0,0,0,0,0,0,0,1,1388,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
694087,2,2,34.57779788,5.762966314,231362.3333,209025.5899,406639,22,0,12,7.2,6.57267069,43.2,0,1,0,1,1386,2656,0,0,0,0,0,0,0,0,Android_SMS_Malware
45493,5,0,1340.865628,109.9070187,11373.25,13683.29379,31660,2468,0,38,10.16666667,16.4489108,270.5666667,0,0,0,1,2362,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
2131693,5,6,7.036660532,5.160217724,213169.3,280352.9809,925151,2675,0,3,1.5,1.566698904,2.454545455,0,1,0,1,35,9034,0,0,0,0,0,0,0,0,Android_SMS_Malware
228,2,0,0,8771.929825,228,0,228,228,0,0,0,0,0,0,0,0,1,1825,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
48,2,0,479166.6667,41666.66667,48,0,48,48,0,23,15.33333333,13.27905619,176.3333333,0,1,0,1,114,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
4258632,3,0,0,0.70445157,2129316,2965006.214,4225892,32740,0,0,0,0,0,0,0,0,1,2184,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
2809636,2,0,0,0.711835982,2809636,0,2809636,2809636,0,0,0,0,0,0,0,0,1,1547,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
30093276,7,10,142.5899925,0.564910248,1880829.75,7465815.896,29877554,7,0,1448,238.3888889,472.1281156,222904.9575,0,0,0,0,65535,118,214675,0,214675,214675,29877554,0,29877554,29877554,Android_SMS_Malware
18288822,4,2,0,0.328069244,3657764.4,6448614.842,14920254,8080,0,0,0,0,0,0,0,0,0,65535,28960,102599,0,102599,102599,14920254,0,14920254,14920254,Android_SMS_Malware
70876,1,1,0,28.21829674,70876,0,70876,70876,0,0,0,0,0,0,0,0,1,362,1593,0,0,0,0,0,0,0,0,Android_SMS_Malware
37933,2,0,0,52.72454064,37933,0,37933,37933,0,0,0,0,0,0,0,0,1,1546,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
10349346,9,9,641.1999367,1.739240335,608785.0588,2442500.836,10086577,2,0,1448,349.2631579,559.1097926,312603.7602,0,0,0,0,65535,61,262723,0,262723,262723,10086577,0,10086577,10086577,Android_SMS_Malware
5297,2,0,0,377.5722107,5297,0,5297,5297,0,0,0,0,0,0,0,0,1,65535,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
10270,2,0,0,194.7419669,10270,0,10270,10270,0,0,0,0,0,0,0,0,1,1369,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
186,1,1,295698.9247,10752.68817,186,0,186,186,0,55,36.66666667,31.75426481,1008.333333,0,1,0,1,360,360,0,0,0,0,0,0,0,0,Android_SMS_Malware
891,2,0,0,2244.668911,891,0,891,891,0,0,0,0,0,0,0,0,1,362,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
3160364,8,13,4333.045181,6.644804206,158018.2,480578.0339,1904678,22,0,1448,622.4545455,669.848933,448697.5931,0,0,0,0,65535,991,0,0,0,0,0,0,0,0,Android_SMS_Malware
33607,2,0,0,59.51141131,33607,0,33607,33607,0,0,0,0,0,0,0,0,1,498,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
94538933,26,20,232.6131605,0.486572024,2100865.178,13521422.48,90770057,6,0,1448,467.893617,535.7099407,286985.1406,0,0,0,0,65535,183,3768821,0,3768821,3768821,90770057,0,90770057,90770057,Android_SMS_Malware
1511503,1,1,82.69914119,1.323186259,1511503,0,1511503,1511503,33,92,52.66666667,34.06366588,1160.333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
258245,1,1,0,7.744583632,258245,0,258245,258245,0,0,0,0,0,0,0,0,1,1386,125,0,0,0,0,0,0,0,0,Android_SMS_Malware
484930,4,4,5980.244571,16.4972264,69275.71429,115743.9956,238700,340,0,1460,322.2222222,607.4081778,368944.6944,0,0,0,0,65535,160,0,0,0,0,0,0,0,0,Android_SMS_Malware
528417,4,4,3659.988229,15.13955834,75488.14286,103564.4901,220854,362,0,1232,214.8888889,411.714842,169509.1111,0,0,0,0,65535,142,0,0,0,0,0,0,0,0,Android_SMS_Malware
5932087,15,13,2237.998195,4.720092608,219706.9259,609505.8434,2528952,4,0,1448,457.7931034,582.8496731,339713.7414,0,0,0,0,65535,1073,0,0,0,0,0,0,0,0,Android_SMS_Malware
42909030,22,18,447.1552958,0.932204713,1100231.538,4971368.146,29993431,4,0,1460,467.9756098,590.7969824,349041.0744,0,0,0,0,65535,544,1979489.5,2715030.532,3899306,59673,19475010,14875293.63,29993431,8956589,Android_SMS_Malware
96189566,4,0,0.322280277,0.041584552,32063188.67,55504609.49,96154388,251,0,31,6.2,13.86362146,192.2,0,0,0,1,468,-1,34927,0,34927,34927,96154388,0,96154388,96154388,Android_SMS_Malware
3588,2,1,17001.11483,836.1204013,1794,1578.262336,2910,678,0,38,24.75,17.95132307,322.25,0,1,0,1,1901,362,0,0,0,0,0,0,0,0,Android_SMS_Malware
30920261,17,20,534.7302858,1.19662638,858896.1389,4912110.489,29509431,6,0,1448,435.1052632,564.4298625,318581.0697,0,0,0,0,65535,147,0,0,0,0,0,0,0,0,Android_SMS_Malware
54249511,9,6,75.3739513,0.276500188,3874965.071,14383223.66,53847693,8,0,1460,255.5625,495.3502423,245371.8625,0,0,0,0,65535,60,0,0,0,0,0,0,0,0,Android_SMS_Malware
47562,1,1,4205.037635,42.05037635,47562,0,47562,47562,32,168,77.33333333,78.51963661,6165.333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
23663,2,0,0,84.52013692,23663,0,23663,23663,0,0,0,0,0,0,0,0,1,1822,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
158,2,0,0,12658.22785,158,0,158,158,0,0,0,0,0,0,0,0,1,1025,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
526631,3,4,2487.51023,13.2920394,87771.83333,115828.591,235130,6,0,815,163.75,315.0368459,99248.21429,0,0,0,0,65535,400,0,0,0,0,0,0,0,0,Android_SMS_Malware
1990,1,1,0,1005.025126,1990,0,1990,1990,0,0,0,0,0,0,0,0,1,137,1386,0,0,0,0,0,0,0,0,Android_SMS_Malware
32973,2,0,0,60.65568799,32973,0,32973,32973,0,0,0,0,0,0,0,0,1,1550,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
25845,2,0,0,77.38440704,25845,0,25845,25845,0,0,0,0,0,0,0,0,1,1369,-1,0,0,0,0,0,0,0,0,Android_Scareware
7042,19,12,3612610.054,4402.158478,234.7333333,379.0347026,1897,8,0,1448,840.25,714.5268229,510548.5806,0,0,0,1,292,0,0,0,0,0,0,0,0,0,Android_Scareware
1476294,2,0,0,1.354743703,1476294,0,1476294,1476294,0,0,0,0,0,0,0,0,1,1369,-1,0,0,0,0,0,0,0,0,Android_Scareware
697838,1,1,249.3415377,2.865994686,697838,0,697838,697838,41,133,71.66666667,53.11622477,2821.333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
8974721,2,0,0,0.222848153,8974721,0,8974721,8974721,0,0,0,0,0,0,0,0,1,1505,-1,0,0,0,0,0,0,0,0,Android_Scareware
1201788,2,0,0,1.664187028,1201788,0,1201788,1201788,0,0,0,0,0,0,0,0,1,1386,-1,0,0,0,0,0,0,0,0,Android_Scareware
294,1,2,261904.7619,10204.08163,147,202.2325394,290,4,0,46,30.75,21.68524844,470.25,0,1,0,1,122,122,0,0,0,0,0,0,0,0,Android_Scareware
1036202,2,0,0,1.930125593,1036202,0,1036202,1036202,0,0,0,0,0,0,0,0,1,1386,-1,0,0,0,0,0,0,0,0,Android_Scareware
24828,1,1,0,80.55421299,24828,0,24828,24828,0,0,0,0,0,0,0,0,1,1550,1121,0,0,0,0,0,0,0,0,Android_Scareware
762620,1,1,156.0410165,2.622538092,762620,0,762620,762620,38,81,52.33333333,24.82606158,616.3333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
7589469,12,9,860.1392271,2.766991999,379473.45,1123821.649,4378162,6,0,1448,296.7272727,506.7625707,256808.303,0,0,0,0,65535,79,0,0,0,0,0,0,0,0,Android_Scareware
17196395,8,8,388.1627516,0.930427569,1146426.333,4337967.05,16826606,1,0,1460,392.6470588,616.9423536,380617.8676,0,0,0,0,65535,31,369789,0,369789,369789,16826606,0,16826606,16826606,Android_Scareware
111490,1,1,0,17.93882859,111490,0,111490,111490,0,0,0,0,0,0,0,0,1,340,1369,0,0,0,0,0,0,0,0,Android_Scareware
15323552,3,1,0,0.261036084,5107850.667,8618847.264,15058976,6365,0,0,0,0,0,0,0,0,0,65535,12960,0,0,0,0,0,0,0,0,Android_Scareware
4363946,2,0,0,0.458300813,4363946,0,4363946,4363946,0,0,0,0,0,0,0,0,1,1477,-1,0,0,0,0,0,0,0,0,Android_Scareware
32915376,8,6,104.510427,0.425333133,2531952,8201391.654,29797003,115,0,1452,229.3333333,502.5382241,252544.6667,0,0,0,0,65535,548,0,0,0,0,0,0,0,0,Android_Scareware
1405,1,1,148754.4484,1423.487544,1405,0,1405,1405,37,172,82,77.94228634,6075,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
539284,4,3,5047.433263,12.98017371,89880.66667,134219.8579,263239,73,0,1460,340.25,600.2334665,360280.2143,0,0,0,0,65535,160,0,0,0,0,0,0,0,0,Android_Scareware
20046382,6,3,35.16844087,0.44895882,2505797.75,6795679.638,19321790,922,0,517,70.5,162.9439236,26550.72222,0,0,0,0,65535,123,0,0,0,0,0,0,0,0,Android_Scareware
13525643,4,1,0,0.369668193,3381410.75,5878471.152,12177943,2162,0,0,0,0,0,0,0,0,0,65535,14600,0,0,0,0,0,0,0,0,Android_Scareware
95554,1,1,2710.509241,20.93057329,95554,0,95554,95554,33,226,97.33333333,111.428602,12416.33333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
283445,8,9,29815.30808,59.97636226,17715.3125,18668.21621,61834,15,30,1350,544.5,624.9201596,390525.2059,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
37287,1,1,0,53.63799716,37287,0,37287,37287,0,0,0,0,0,0,0,0,1,1369,349,0,0,0,0,0,0,0,0,Android_Scareware
6409160,3,0,0,0.46808006,3204580,4318583.955,6258280,150880,0,0,0,0,0,0,0,0,1,287,-1,0,0,0,0,0,0,0,0,Android_Scareware
526876,3,3,1408.301004,11.38787874,105375.2,124026.0744,240986,660,0,489,106,193.4244038,37413,0,0,0,0,65535,31,0,0,0,0,0,0,0,0,Android_Scareware
5499583,2,2,0,0.727327872,1833194.333,2958451.387,5246504,6446,0,0,0,0,0,0,0,0,0,65535,29,0,0,0,0,0,0,0,0,Android_Scareware
21427522,3,0,0,0.140006857,10713761,15090766.04,21384544,42978,0,0,0,0,0,0,0,0,1,57,-1,0,0,0,0,0,0,0,0,Android_Scareware
5775553,4,4,141.9777465,1.385148747,825079,1847362.984,4994838,1486,0,451,91.11111111,181.9515351,33106.36111,0,0,0,0,65535,122,0,0,0,0,0,0,0,0,Android_Scareware
10517490,6,8,377.8468057,1.331116074,809037.6923,2638572.963,9582881,22,0,1460,264.9333333,498.6751686,248676.9238,0,0,0,0,65535,131,934239,0,934239,934239,9582881,0,9582881,9582881,Android_Scareware
6335979,2,0,0,0.315657612,6335979,0,6335979,6335979,0,0,0,0,0,0,0,0,1,3704,-1,0,0,0,0,0,0,0,0,Android_Scareware
31387,1,1,5097.651894,63.72064868,31387,0,31387,31387,34,126,64.66666667,53.11622477,2821.333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
190,3,0,405263.1579,15789.47368,95,87.68124087,157,33,0,46,30.75,21.68524844,470.25,0,1,0,1,126,-1,0,0,0,0,0,0,0,0,Android_Scareware
3574772,2,0,0,0.559476241,3574772,0,3574772,3574772,0,0,0,0,0,0,0,0,1,1974,-1,0,0,0,0,0,0,0,0,Android_Scareware
563,2,0,0,3552.397869,563,0,563,563,0,0,0,0,0,0,0,0,1,1505,-1,0,0,0,0,0,0,0,0,Android_Scareware
1804611,2,0,0,1.108272087,1804611,0,1804611,1804611,0,0,0,0,0,0,0,0,1,1369,-1,0,0,0,0,0,0,0,0,Android_Scareware
606592,1,1,196.1779911,3.297109095,606592,0,606592,606592,31,88,50,32.90896534,1083,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
9365487,2,0,0,0.213550027,9365487,0,9365487,9365487,0,0,0,0,0,0,0,0,1,1386,-1,0,0,0,0,0,0,0,0,Android_Scareware
137597,2,2,973.8584417,29.07040124,45865.66667,10460.87828,57943,39644,20,49,36.6,14.84250653,220.3,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
88834787,8,5,62.16033365,0.146339069,7402898.917,15313760.97,44636699,1648,0,1039,468.6428571,463.2224266,214575.0165,0,1,0,1,1537,626,141842,71678.56881,223579,89699,29342531,18085719.53,44636699,9380433,Android_Scareware
1439183,2,0,0,1.389677338,1439183,0,1439183,1439183,0,0,0,0,0,0,0,0,1,1872,-1,0,0,0,0,0,0,0,0,Android_Scareware
2240,1,1,0,892.8571429,2240,0,2240,2240,0,0,0,0,0,0,0,0,1,118,1386,0,0,0,0,0,0,0,0,Android_Scareware
331,2,0,0,6042.296073,331,0,331,331,0,0,0,0,0,0,0,0,1,115,-1,0,0,0,0,0,0,0,0,Android_Scareware
6653675,3,0,0,0.45087865,3326837.5,4640298.449,6608024,45651,0,0,0,0,0,0,0,0,1,418,-1,0,0,0,0,0,0,0,0,Android_Scareware
16177369,4,4,63.73100595,0.49451799,2311052.714,6024819.745,15973774,43,0,607,114.5555556,231.8723308,53764.77778,0,0,0,0,65535,30,0,0,0,0,0,0,0,0,Android_Scareware
60075425,219,383,8236.21306,10.02073643,99959.10982,2237910.449,54832489,2,0,1398,820.5538972,674.7326762,455264.1844,0,0,0,0,65535,143,5033131,0,5033131,5033131,54832489,0,54832489,54832489,Android_Scareware
30519561,9,9,201.5101069,0.589785679,1795268.294,7162699.933,29588375,5,0,1460,323.6842105,541.1060743,292795.7836,0,0,0,0,65535,131,931141,0,931141,931141,29588375,0,29588375,29588375,Android_Scareware
94291,1,1,2428.651727,21.21093211,94291,0,94291,94291,50,179,93,74.47818473,5547,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
39,1,1,794871.7949,51282.05128,39,0,39,39,0,31,20.66666667,17.89785834,320.3333333,0,1,0,1,131,131,0,0,0,0,0,0,0,0,Android_Scareware
273500,1,1,0,7.31261426,273500,0,273500,273500,0,0,0,0,0,0,0,0,1,1386,125,0,0,0,0,0,0,0,0,Android_Scareware
423197,1,2,0,7.088897133,211598.5,297877.924,422230,967,0,0,0,0,0,0,0,0,1,674,1386,0,0,0,0,0,0,0,0,Android_Scareware
84311,8,21,317692.8277,343.9646072,3011.107143,8186.07517,31419,1,0,1448,892.8333333,687.2327359,472288.8333,0,0,0,0,65535,118,0,0,0,0,0,0,0,0,Android_Scareware
78483,1,1,1669.151281,25.48322567,78483,0,78483,78483,45,86,58.66666667,23.67136104,560.3333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
12810134,3,1,0,0.312252784,4270044.667,7123373.123,12493413,1502,0,0,0,0,0,0,0,0,0,65535,8192,0,0,0,0,0,0,0,0,Android_Scareware
19722589,10,7,264.2655079,0.861955801,1232661.813,4846181.479,19404927,7,0,1418,289.5555556,529.433351,280299.6732,0,0,0,0,65535,349,317662,0,317662,317662,19404927,0,19404927,19404927,Android_Scareware
6274651,1,1,0,0.318742827,6274651,0,6274651,6274651,0,0,0,0,0,0,0,0,1,1369,776,0,0,0,0,0,0,0,0,Android_Scareware
7590076,3,0,0,0.395252959,3795038,5313842.407,7552492,37584,0,0,0,0,0,0,0,0,1,1731,-1,0,0,0,0,0,0,0,0,Android_Scareware
547546,1,1,228.2913216,3.652661146,547546,0,547546,547546,33,92,52.66666667,34.06366588,1160.333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
48600,1,1,2530.864198,41.15226337,48600,0,48600,48600,42,81,55,22.5166605,507,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
6509977,4,4,142.7040372,1.22888299,929996.7143,2436979.512,6456496,640,0,659,103.2222222,226.7398166,51410.94444,0,0,0,0,65535,674,0,0,0,0,0,0,0,0,Android_Scareware
92199,1,1,2635.603423,21.69220924,92199,0,92199,92199,32,211,91.66666667,103.3456982,10680.33333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
36579,1,1,0,54.67618032,36579,0,36579,36579,0,0,0,0,0,0,0,0,1,1591,349,0,0,0,0,0,0,0,0,Android_Scareware
4980940,2,0,0,0.401530635,4980940,0,4980940,4980940,0,0,0,0,0,0,0,0,1,5837,-1,0,0,0,0,0,0,0,0,Android_Scareware
61696,1,1,3176.86722,32.41701245,61696,0,61696,61696,32,164,76,76.21023553,5808,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
11243667,8,11,278.289992,1.689840156,624648.1667,2145384.269,9179420,2,0,1460,156.45,352.5704819,124305.9447,0,0,0,0,65535,206,0,0,0,0,0,0,0,0,Android_Scareware
63924,1,1,0,31.28715349,63924,0,63924,63924,0,0,0,0,0,0,0,0,1,29,1369,0,0,0,0,0,0,0,0,Android_Scareware
50564,1,1,2274.345384,39.55383277,50564,0,50564,50564,34,81,49.66666667,27.13546265,736.3333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
12214838,6,5,37.16791005,0.900544076,1221483.8,3782118.332,11985279,445,0,247,37.83333333,80.20976288,6433.606061,0,0,0,0,65535,300,0,0,0,0,0,0,0,0,Android_Scareware
3609091,2,0,0,0.554156157,3609091,0,3609091,3609091,0,0,0,0,0,0,0,0,1,1369,-1,0,0,0,0,0,0,0,0,Android_Scareware
229268,8,8,27967.26975,69.78732313,15284.53333,19439.96512,55682,5,0,1418,377.1764706,575.7521423,331490.5294,0,0,0,0,65535,349,0,0,0,0,0,0,0,0,Android_Scareware
94688,1,1,2735.299088,21.12200068,94688,0,94688,94688,33,226,97.33333333,111.428602,12416.33333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
32052668,20,34,1194.128364,1.68472715,604767.3208,4085512.033,29730907,2,0,1428,695.9090909,673.321377,453361.6768,0,0,0,0,65535,137,0,0,0,0,0,0,0,0,Android_Scareware
16050282,2,0,0,0.124608403,16050282,0,16050282,16050282,0,0,0,0,0,0,0,0,1,65535,-1,0,0,0,0,0,0,0,0,Android_Scareware
113459539,4,0,0,0.035254859,37819846.33,11937988.25,51201377,28262630,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,37819846.33,11937988.25,51201377,28262630,Android_Scareware
9302350,2,0,0,0.214999436,9302350,0,9302350,9302350,0,0,0,0,0,0,0,0,1,65535,-1,0,0,0,0,0,0,0,0,Android_Scareware
5514656,2,2,0,0.725339894,1838218.667,2953316.697,5245899,20952,0,0,0,0,0,0,0,0,0,65535,29,0,0,0,0,0,0,0,0,Android_Scareware
31120,1,1,2442.159383,64.26735219,31120,0,31120,31120,22,54,32.66666667,18.47520861,341.3333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
15146,1,1,0,132.0480655,15146,0,15146,15146,0,0,0,0,0,0,0,0,1,1369,679,0,0,0,0,0,0,0,0,Android_Scareware
44,1,1,1250000,45454.54545,44,0,44,44,0,55,36.66666667,31.75426481,1008.333333,0,1,0,1,349,349,0,0,0,0,0,0,0,0,Android_Scareware
61851929,10,8,77.49152011,0.291017601,3638348.765,14656140.55,60507317,6,0,1448,252.2631579,459.0998248,210772.6491,0,0,0,0,65535,123,301953,0,301953,301953,60507317,0,60507317,60507317,Android_Scareware
19318,1,1,0,103.5303862,19318,0,19318,19318,0,0,0,0,0,0,0,0,1,1567,675,0,0,0,0,0,0,0,0,Android_Scareware
287922,1,1,698.105737,6.946325741,287922,0,287922,287922,31,170,77.33333333,80.25168742,6440.333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
14699631,7,5,0,0.816347023,1336330.091,4189280.405,13965156,2439,0,0,0,0,0,0,0,0,0,65535,65535,0,0,0,0,0,0,0,0,Android_Scareware
356162,9,9,31269.4785,50.53879976,20950.70588,20958.64843,62020,40,30,1350,657.2105263,633.0854409,400797.1754,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
84,4,0,6309523.81,47619.04762,28,10.81665383,37,16,132,133,132.6,0.547722558,0.3,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
245033,1,1,0,8.162165912,245033,0,245033,245033,0,0,0,0,0,0,0,0,1,362,362,0,0,0,0,0,0,0,0,Android_Scareware
104119,9,8,52151.86469,163.2747145,6507.4375,9675.526521,23654,3,0,1448,301.6666667,540.2955618,291919.2941,0,0,0,0,65535,285,0,0,0,0,0,0,0,0,Android_Scareware
4912551,3,0,0,0.610680683,2456275.5,3419249.489,4874050,38501,0,0,0,0,0,0,0,0,1,1552,-1,0,0,0,0,0,0,0,0,Android_Scareware
4665116,2,0,0,0.428713884,4665116,0,4665116,4665116,0,0,0,0,0,0,0,0,1,1689,-1,0,0,0,0,0,0,0,0,Android_Scareware
1628757,5,4,1114.960672,5.525686152,203594.625,268254.8191,773119,311,0,802,181.6,303.226428,91946.26667,0,0,0,0,65535,400,0,0,0,0,0,0,0,0,Android_Scareware
31221,1,1,2498.31844,64.05944717,31221,0,31221,31221,31,47,36.33333333,9.237604307,85.33333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
30639315,17,17,612.0241265,1.109685383,928464.0909,5187910.525,29825351,6,0,1448,535.7714286,681.2280902,464071.7109,0,0,0,0,65535,122,0,0,0,0,0,0,0,0,Android_Scareware
3351745,2,0,0,0.596704105,3351745,0,3351745,3351745,0,0,0,0,0,0,0,0,1,1780,-1,0,0,0,0,0,0,0,0,Android_Scareware
2006644,32,46,28256.13313,38.87087097,26060.31169,146707.8132,1281161,5,0,1418,717.721519,665.3938478,442748.9727,0,0,0,0,65535,401,0,0,0,0,0,0,0,0,Android_Scareware
434527,1,2,71.34194193,6.904058896,217263.5,256565.9174,398683,35844,0,31,7.75,15.5,240.25,0,0,0,1,1552,62,0,0,0,0,0,0,0,0,Android_Scareware
12421430,21,21,974.1229472,3.381253205,302961.7073,1465941.931,9328116,3,0,1368,313.2093023,453.9679325,206086.8837,0,0,0,1,2743,1099,355946,0,355946,355946,9328116,0,9328116,9328116,Android_Scareware
43679713,2,0,0,0.045787847,43679713,0,43679713,43679713,0,0,0,0,0,0,0,0,1,1689,-1,0,0,0,0,0,0,0,0,Android_Scareware
16215934,4,2,0,0.370006439,3243186.8,6257253.66,14378229,1222,0,0,0,0,0,0,0,0,0,65535,14600,0,0,0,0,0,0,0,0,Android_Scareware
48154538,2,0,0,0.04153295,48154538,0,48154538,48154538,0,0,0,0,0,0,0,0,1,1552,-1,0,0,0,0,0,0,0,0,Android_Scareware
31265,1,1,4477.850632,63.96929474,31265,0,31265,31265,30,110,56.66666667,46.18802154,2133.333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Scareware
1525,2,0,0,1311.47541,1525,0,1525,1525,0,0,0,0,0,0,0,0,1,1369,-1,0,0,0,0,0,0,0,0,Android_Scareware
25677329,2,0,0,0.077889721,25677329,0,25677329,25677329,0,0,0,0,0,0,0,0,1,1386,-1,0,0,0,0,0,0,0,0,Benign
1476,1,1,132791.3279,1355.01355,1476,0,1476,1476,37,159,77.66666667,70.43673284,4961.333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Benign
4753,1,1,0,420.7868714,4753,0,4753,4753,0,0,0,0,0,0,0,0,1,54,1386,0,0,0,0,0,0,0,0,Benign
47911,1,1,4257.894847,41.74406712,47911,0,47911,47911,38,166,80.66666667,73.90083446,5461.333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Benign
522638,3,3,3564.608773,11.48022149,104527.6,137352.6299,255016,126,0,1364,266.1428571,518.5995335,268945.4762,0,0,0,0,65535,123,0,0,0,0,0,0,0,0,Benign
327689,1,1,350.9425095,6.103347992,327689,0,327689,327689,38,77,51,22.5166605,507,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Benign
228420,2,0,183.8718151,8.755800718,228420,0,228420,228420,0,42,14,24.24871131,588,0,0,0,1,1403,-1,0,0,0,0,0,0,0,0,Benign
1615804,2,1,0,1.856660833,807902,1092557.759,1580457,35347,0,0,0,0,0,0,0,0,1,1369,137,0,0,0,0,0,0,0,0,Benign
18299415,8,6,270.7190366,0.765051779,1407647.308,4945560.258,17866656,14,0,1460,330.2666667,586.7487253,344274.0667,0,0,0,0,65535,31,432759,0,432759,432759,17866656,0,17866656,17866656,Benign
241,1,1,373443.9834,8298.755187,241,0,241,241,29,61,39.66666667,18.47520861,341.3333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Benign
10755811,2,0,0,0.185945997,10755811,0,10755811,10755811,0,0,0,0,0,0,0,0,1,6719,-1,0,0,0,0,0,0,0,0,Benign
13034320,21,28,1747.61706,3.759306201,271548.3333,1395935.772,9661297,1,0,1460,455.58,615.231335,378509.5955,0,0,0,0,65535,240,0,0,0,0,0,0,0,0,Benign
522079,1,1,216.4423392,3.830837862,522079,0,522079,522079,29,84,47.33333333,31.75426481,1008.333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Benign
226755,1,1,0,8.82009217,226755,0,226755,226755,0,0,0,0,0,0,0,0,1,362,362,0,0,0,0,0,0,0,0,Benign
1012094,3,0,0,2.964151551,506047,659505.7669,972388,39706,0,0,0,0,0,0,0,0,1,2054,-1,0,0,0,0,0,0,0,0,Benign
44,1,1,704545.4545,45454.54545,44,0,44,44,0,31,20.66666667,17.89785834,320.3333333,0,1,0,1,129,129,0,0,0,0,0,0,0,0,Benign
1266443,9,7,5049.575859,12.63380981,84429.53333,112157.6195,259722,11,0,1460,376.1764706,576.348336,332177.4044,0,0,0,0,65535,177,0,0,0,0,0,0,0,0,Benign
